x,y,z,Yaw (deg),Pitch (deg),Roll (deg)
0.9987820251299122,0.03487823687206265,-0.03489949670250097,2.0,-2.0,0.0
0.9993908270190958,0.03489949670250097,0.0,2.0,0.0,0.0
0.9987820251299122,0.03487823687206265,0.03489949670250097,2.0,2.0,0.0
0.9969563611936846,0.034814483282576254,0.06975647374412532,2.0,4.0,0.0
0.9939160595006973,0.03470831360797007,0.10452846326765347,2.0,6.0,0.0
0.9896648241902408,0.03455985719963844,0.13917310096006544,2.0,8.0,0.0
0.984207834737688,0.03436929492884695,0.17364817766693036,2.0,10.0,0.0
0.9775517396441024,0.034136858966368686,0.20791169081775934,2.0,12.0,0.0
0.9697046483360623,0.033862832499619924,0.24192189559966773,2.0,14.0,0.0
0.9606761212855751,0.03354754938763985,0.27563735581699916,2.0,16.0,0.0
0.9504771583621137,0.03319139375433477,0.3090169943749474,2.0,18.0,0.0
0.9391201854309705,0.0327947995204823,0.3420201433256687,2.0,20.0,0.0
0.9266190392142547,0.032358249875065734,0.374606593415912,2.0,22.0,0.0
0.9129889504329772,0.03188227668658269,0.4067366430758002,2.0,24.0,0.0
0.898246525250764,0.031367459855045285,0.4383711467890774,2.0,26.0,0.0
0.8824097250418029,0.03081442660546129,0.4694715627858908,2.0,28.0,0.0
0.8654978445076765,0.03022385072365709,0.49999999999999994,2.0,30.0,0.0
0.8475314881697402,0.029596451735373414,0.5299192642332049,2.0,32.0,0.0
0.8285325452656866,0.028932994029634083,0.5591929034707469,2.0,34.0,0.0
0.8085241630808819,0.028234285927455725,0.5877852522924731,2.0,36.0,0.0
0.7875307187469627,0.027501178697033096,0.6156614753256583,2.0,38.0,0.0
0.7655777895420582,0.02673456551659997,0.6427876096865394,2.0,40.0,0.0
0.7426921217288146,0.02593538038622898,0.6691306063588582,2.0,42.0,0.0
0.7189015979681959,0.025104596989896463,0.6946583704589973,2.0,44.0,0.0
0.6942352033487548,0.024243227509198474,0.7193398003386512,2.0,46.0,0.0
0.6687229900727684,0.023352321390163445,0.7431448254773942,2.0,48.0,0.0
0.6423960408422583,0.02243296406466386,0.766044443118978,2.0,50.0,0.0
0.6152864309895063,0.021486275627984695,0.788010753606722,2.0,52.0,0.0
0.5874271893982026,0.020513409474159867,0.8090169943749475,2.0,54.0,0.0
0.558852258262839,0.01951555089073927,0.8290375725550417,2.0,56.0,0.0
0.5295964517353734,0.018493915614698476,0.848048096156426,2.0,58.0,0.0
0.499695413509548,0.017449748351250488,0.8660254037844386,2.0,60.0,0.0
0.4691855733945388,0.016384321257364175,0.8829475928589269,2.0,62.0,0.0
0.43810410293084556,0.015298932391836977,0.898794046299167,2.0,64.0,0.0
0.4064888701024948,0.014194904133810205,0.913545457642601,2.0,66.0,0.0
0.3743783932007344,0.01307358157165374,0.9271838545667874,2.0,68.0,0.0
0.34181179389542987,0.01193633086418309,0.9396926207859084,2.0,70.0,0.0
0.30882874957133405,0.01078453757620524,0.9510565162951536,2.0,72.0,0.0
0.2754694449873076,0.009619604990421448,0.9612616959383189,2.0,74.0,0.0
0.24177452331737923,0.008442952397743385,0.9702957262759965,2.0,76.0,0.0
0.20778503663329917,0.007256013368105797,0.9781476007338056,2.0,78.0,0.0
0.1735423958889125,0.006060234003882341,0.9848077530122081,2.0,80.0,0.0
0.13908832046729194,0.004857071178032639,0.9902680687415704,2.0,82.0,0.0
0.10446478735209537,0.003647990759126966,0.9945218953682734,2.0,84.0,0.0
0.06971397998507717,0.0024344658254111945,0.9975640502598243,2.0,86.0,0.0
0.03487823687206276,0.00121797487008788,0.9993908270190958,2.0,88.0,0.0
6.119503887030809e-17,2.136977846428571e-18,1.0,2.0,90.0,0.0
6.108318105475815e-17,4.2713521145274716e-18,-1.0,4.0,-90.0,0.0
0.03481448328257636,0.002434465825411204,-0.9993908270190958,4.0,-88.0,0.0
0.06958655048003266,0.004865965629214839,-0.9975640502598243,4.0,-86.0,0.0
0.10427383718471565,0.007291537003443835,-0.9945218953682734,4.0,-84.0,0.0
0.13883408228094232,0.009708224763009306,-0.9902680687415704,4.0,-82.0,0.0
0.17322517943366067,0.01211308454613844,-0.9848077530122081,4.0,-80.0,0.0
0.20740522838853243,0.014503186401625736,-0.9781476007338056,4.0,-78.0,0.0
0.24133258602093882,0.01687561835852724,-0.9702957262759965,4.0,-76.0,0.0
0.27496591707171397,0.019227489973948627,-0.9612616959383189,4.0,-74.0,0.0
0.30826424450778994,0.02155593585460454,-0.9510565162951536,4.0,-72.0,0.0
0.34118699944639985,0.023858119147858993,-0.9396926207859084,4.0,-70.0,0.0
0.3736940705820123,0.026131234997993285,-0.9271838545667874,4.0,-68.0,0.0
0.4057458530557798,0.028372513963490727,-0.913545457642601,4.0,-66.0,0.0
0.43730329670795604,0.03057922539117438,-0.898794046299167,4.0,-64.0,0.0
0.4683279536545027,0.032748680743087476,-0.882947592858927,4.0,-62.0,0.0
0.4987820251299122,0.03487823687206266,-0.8660254037844386,4.0,-60.0,0.0
0.5286284075391819,0.03696529924198976,-0.8480480961564261,4.0,-58.0,0.0
0.5578307376628291,0.03900732508885835,-0.8290375725550417,4.0,-56.0,0.0
0.5863534369598721,0.04100182651872397,-0.8090169943749475,4.0,-54.0,0.0
0.6141617549148025,0.04294637353882373,-0.788010753606722,4.0,-52.0,0.0
0.6412218113757352,0.044838597018148144,-0.766044443118978,4.0,-50.0,0.0
0.6675006378321547,0.04667619157386234,-0.7431448254773942,4.0,-48.0,0.0
0.6929662175819669,0.048456918380059916,-0.7193398003386512,4.0,-46.0,0.0
0.7175875247389182,0.05017860789542746,-0.6946583704589973,4.0,-44.0,0.0
0.7413345620328596,0.05183916250649643,-0.6691306063588582,4.0,-42.0,0.0
0.7641783973567994,0.053436559083262086,-0.6427876096865394,4.0,-40.0,0.0
0.7860911990162179,0.054968851444055694,-0.6156614753256584,4.0,-38.0,0.0
0.807046269637702,0.05643417272666719,-0.5877852522924731,4.0,-36.0,0.0
0.8270180786955802,0.05783073766282914,-0.5591929034707469,4.0,-34.0,0.0
0.8459822936169372,0.059156844753291186,-0.529919264233205,4.0,-32.0,0.0
0.8639158094271044,0.060410878340834716,-0.5,4.0,-30.0,0.0
0.8807967768995134,0.06159131057870238,-0.4694715627858908,4.0,-28.0,0.0
0.896604629175613,0.06269670329204399,-0.4383711467890774,4.0,-26.0,0.0
0.9113201068224177,0.06372570973011103,-0.40673664307580026,4.0,-24.0,0.0
0.9249252812971602,0.064677076207065,-0.374606593415912,4.0,-22.0,0.0
0.9374035767904599,0.06554964362940054,-0.34202014332566877,4.0,-20.0,0.0
0.9487397904213919,0.06634234890812216,-0.3090169943749474,4.0,-18.0,0.0
0.9589201107598571,0.06705422625395471,-0.2756373558169992,4.0,-16.0,0.0
0.9679321346536809,0.06768440835400856,-0.24192189559966776,4.0,-14.0,0.0
0.9757648823399446,0.06823212742846688,-0.20791169081775934,4.0,-12.0,0.0
0.9824088108221349,0.06869671616600714,-0.17364817766693036,4.0,-10.0,0.0
0.9878558254968149,0.06907760853681702,-0.13917310096006544,4.0,-8.0,0.0
0.992099290015652,0.0693743404822147,-0.1045284632676535,4.0,-6.0,0.0
0.9951340343707852,0.06958655048003273,-0.06975647374412532,4.0,-4.0,0.0
0.9969563611936846,0.06971397998507724,-0.034899496702500976,4.0,-2.0,0.0
0.9975640502598243,0.06975647374412532,0.0,4.0,0.0,0.0
0.9969563611936846,0.06971397998507724,0.034899496702500976,4.0,2.0,0.0
0.9951340343707852,0.06958655048003273,0.06975647374412532,4.0,4.0,0.0
0.992099290015652,0.0693743404822147,0.1045284632676535,4.0,6.0,0.0
0.9878558254968149,0.06907760853681702,0.13917310096006544,4.0,8.0,0.0
0.9824088108221349,0.06869671616600714,0.17364817766693036,4.0,10.0,0.0
0.9757648823399446,0.06823212742846688,0.20791169081775934,4.0,12.0,0.0
0.9679321346536809,0.06768440835400856,0.24192189559966776,4.0,14.0,0.0
0.9589201107598571,0.06705422625395471,0.2756373558169992,4.0,16.0,0.0
0.9487397904213919,0.06634234890812216,0.3090169943749474,4.0,18.0,0.0
0.9374035767904599,0.06554964362940054,0.34202014332566877,4.0,20.0,0.0
0.9249252812971602,0.064677076207065,0.374606593415912,4.0,22.0,0.0
0.9113201068224177,0.06372570973011103,0.40673664307580026,4.0,24.0,0.0
0.896604629175613,0.06269670329204399,0.4383711467890774,4.0,26.0,0.0
0.8807967768995134,0.06159131057870238,0.4694715627858908,4.0,28.0,0.0
0.8639158094271044,0.060410878340834716,0.5,4.0,30.0,0.0
0.8459822936169372,0.059156844753291186,0.529919264233205,4.0,32.0,0.0
0.8270180786955802,0.05783073766282914,0.5591929034707469,4.0,34.0,0.0
0.807046269637702,0.05643417272666719,0.5877852522924731,4.0,36.0,0.0
0.7860911990162179,0.054968851444055694,0.6156614753256584,4.0,38.0,0.0
0.7641783973567994,0.053436559083262086,0.6427876096865394,4.0,40.0,0.0
0.7413345620328596,0.05183916250649643,0.6691306063588582,4.0,42.0,0.0
0.7175875247389182,0.05017860789542746,0.6946583704589973,4.0,44.0,0.0
0.6929662175819669,0.048456918380059916,0.7193398003386512,4.0,46.0,0.0
0.6675006378321547,0.04667619157386234,0.7431448254773942,4.0,48.0,0.0
0.6412218113757352,0.044838597018148144,0.766044443118978,4.0,50.0,0.0
0.6141617549148025,0.04294637353882373,0.788010753606722,4.0,52.0,0.0
0.5863534369598721,0.04100182651872397,0.8090169943749475,4.0,54.0,0.0
0.5578307376628291,0.03900732508885835,0.8290375725550417,4.0,56.0,0.0
0.5286284075391819,0.03696529924198976,0.8480480961564261,4.0,58.0,0.0
0.4987820251299122,0.03487823687206266,0.8660254037844386,4.0,60.0,0.0
0.4683279536545027,0.032748680743087476,0.882947592858927,4.0,62.0,0.0
0.43730329670795604,0.03057922539117438,0.898794046299167,4.0,64.0,0.0
0.4057458530557798,0.028372513963490727,0.913545457642601,4.0,66.0,0.0
0.3736940705820123,0.026131234997993285,0.9271838545667874,4.0,68.0,0.0
0.34118699944639985,0.023858119147858993,0.9396926207859084,4.0,70.0,0.0
0.30826424450778994,0.02155593585460454,0.9510565162951536,4.0,72.0,0.0
0.27496591707171397,0.019227489973948627,0.9612616959383189,4.0,74.0,0.0
0.24133258602093882,0.01687561835852724,0.9702957262759965,4.0,76.0,0.0
0.20740522838853243,0.014503186401625736,0.9781476007338056,4.0,78.0,0.0
0.17322517943366067,0.01211308454613844,0.9848077530122081,4.0,80.0,0.0
0.13883408228094232,0.009708224763009306,0.9902680687415704,4.0,82.0,0.0
0.10427383718471565,0.007291537003443835,0.9945218953682734,4.0,84.0,0.0
0.06958655048003266,0.004865965629214839,0.9975640502598243,4.0,86.0,0.0
0.03481448328257636,0.002434465825411204,0.9993908270190958,4.0,88.0,0.0
6.108318105475815e-17,4.2713521145274716e-18,1.0,4.0,90.0,0.0
6.089690279223575e-17,6.400522398026175e-18,-1.0,6.0,-90.0,0.0
0.03470831360797018,0.0036479907591269777,-0.9993908270190958,6.0,-88.0,0.0
0.06937434048221464,0.007291537003443829,-0.9975640502598243,6.0,-86.0,0.0
0.10395584540887966,0.010926199633097182,-0.9945218953682734,6.0,-84.0,0.0
0.13841069615108437,0.01454755037154963,-0.9902680687415704,6.0,-82.0,0.0
0.17269691478056232,0.018151177160752704,-0.9848077530122081,6.0,-80.0,0.0
0.20677272882130054,0.021732689536559893,-0.9781476007338056,6.0,-78.0,0.0
0.24059662214286703,0.02528772397783096,-0.9702957262759965,6.0,-76.0,0.0
0.27412738554142113,0.028811949222710326,-0.9612616959383189,6.0,-74.0,0.0
0.30732416694677983,0.03230107154560238,-0.9510565162951536,6.0,-72.0,0.0
0.3401465211943727,0.03575083998841476,-0.9396926207859084,6.0,-70.0,0.0
0.3725544593014449,0.03915705153969595,-0.9271838545667874,6.0,-68.0,0.0
0.4045084971874737,0.04251555625535747,-0.913545457642601,6.0,-66.0,0.0
0.4359697037794369,0.04582226231474121,-0.898794046299167,6.0,-64.0,0.0
0.46689974844332954,0.04907314100587287,-0.882947592858927,6.0,-62.0,0.0
0.49726094768413676,0.05226423163382675,-0.8660254037844386,6.0,-60.0,0.0
0.5270163110573678,0.05539164634622251,-0.848048096156426,6.0,-58.0,0.0
0.556129586236215,0.058451574869974446,-0.8290375725550417,6.0,-56.0,0.0
0.5845653031794291,0.061440289153522204,-0.8090169943749475,6.0,-54.0,0.0
0.6122888173461011,0.06435414790888741,-0.788010753606722,6.0,-52.0,0.0
0.6392663519046989,0.06718960104802221,-0.766044443118978,6.0,-50.0,0.0
0.6654650388849337,0.0699431940080446,-0.7431448254773942,6.0,-48.0,0.0
0.6908529592223182,0.07261157196009133,-0.7193398003386512,6.0,-46.0,0.0
0.7153991816466306,0.07519148389665989,-0.6946583704589973,6.0,-44.0,0.0
0.7390738003669028,0.07767978659246055,-0.6691306063588582,6.0,-42.0,0.0
0.7618479715070196,0.08007344843395217,-0.6427876096865394,6.0,-40.0,0.0
0.7836939482475386,0.08236955311289618,-0.6156614753256584,6.0,-38.0,0.0
0.8045851146309165,0.08456530317942912,-0.5877852522924732,6.0,-36.0,0.0
0.8244960179889524,0.08665802345032428,-0.559192903470747,6.0,-34.0,0.0
0.8434023999529445,0.08864516426829044,-0.529919264233205,6.0,-32.0,0.0
0.8612812260087742,0.09052430460833646,-0.49999999999999994,6.0,-30.0,0.0
0.8781107135609145,0.0922931550274174,-0.4694715627858908,6.0,-28.0,0.0
0.8938703584711671,0.09394956045376811,-0.4383711467890774,6.0,-26.0,0.0
0.9085409600397961,0.0954915028125263,-0.40673664307580026,6.0,-24.0,0.0
0.9221046443986229,0.09691710348444581,-0.37460659341591207,6.0,-22.0,0.0
0.9345448862875818,0.09822462559470486,-0.34202014332566877,6.0,-20.0,0.0
0.9458465291882033,0.09941247612902045,-0.30901699437494745,6.0,-18.0,0.0
0.9559958037894978,0.10047920787449086,-0.2756373558169992,6.0,-16.0,0.0
0.9649803447637394,0.10142352118280165,-0.24192189559966776,6.0,-14.0,0.0
0.9727892058317135,0.10224426555364698,-0.20791169081775934,6.0,-12.0,0.0
0.9794128730990715,0.10294044103643696,-0.17364817766693036,6.0,-10.0,0.0
0.9848432766475461,0.10351119944858338,-0.13917310096006544,6.0,-8.0,0.0
0.9890738003669028,0.10395584540887967,-0.10452846326765348,6.0,-6.0,0.0
0.992099290015652,0.10427383718471568,-0.06975647374412532,6.0,-4.0,0.0
0.9939160595006973,0.10446478735209537,-0.03489949670250097,6.0,-2.0,0.0
0.9945218953682734,0.10452846326765348,0.0,6.0,0.0,0.0
0.9939160595006973,0.10446478735209537,0.03489949670250097,6.0,2.0,0.0
0.992099290015652,0.10427383718471568,0.06975647374412532,6.0,4.0,0.0
0.9890738003669028,0.10395584540887967,0.10452846326765348,6.0,6.0,0.0
0.9848432766475461,0.10351119944858338,0.13917310096006544,6.0,8.0,0.0
0.9794128730990715,0.10294044103643696,0.17364817766693036,6.0,10.0,0.0
0.9727892058317135,0.10224426555364698,0.20791169081775934,6.0,12.0,0.0
0.9649803447637394,0.10142352118280165,0.24192189559966776,6.0,14.0,0.0
0.9559958037894978,0.10047920787449086,0.2756373558169992,6.0,16.0,0.0
0.9458465291882033,0.09941247612902045,0.30901699437494745,6.0,18.0,0.0
0.9345448862875818,0.09822462559470486,0.34202014332566877,6.0,20.0,0.0
0.9221046443986229,0.09691710348444581,0.37460659341591207,6.0,22.0,0.0
0.9085409600397961,0.0954915028125263,0.40673664307580026,6.0,24.0,0.0
0.8938703584711671,0.09394956045376811,0.4383711467890774,6.0,26.0,0.0
0.8781107135609145,0.0922931550274174,0.4694715627858908,6.0,28.0,0.0
0.8612812260087742,0.09052430460833646,0.49999999999999994,6.0,30.0,0.0
0.8434023999529445,0.08864516426829044,0.529919264233205,6.0,32.0,0.0
0.8244960179889524,0.08665802345032428,0.559192903470747,6.0,34.0,0.0
0.8045851146309165,0.08456530317942912,0.5877852522924732,6.0,36.0,0.0
0.7836939482475386,0.08236955311289618,0.6156614753256584,6.0,38.0,0.0
0.7618479715070196,0.08007344843395217,0.6427876096865394,6.0,40.0,0.0
0.7390738003669028,0.07767978659246055,0.6691306063588582,6.0,42.0,0.0
0.7153991816466306,0.07519148389665989,0.6946583704589973,6.0,44.0,0.0
0.6908529592223182,0.07261157196009133,0.7193398003386512,6.0,46.0,0.0
0.6654650388849337,0.0699431940080446,0.7431448254773942,6.0,48.0,0.0
0.6392663519046989,0.06718960104802221,0.766044443118978,6.0,50.0,0.0
0.6122888173461011,0.06435414790888741,0.788010753606722,6.0,52.0,0.0
0.5845653031794291,0.061440289153522204,0.8090169943749475,6.0,54.0,0.0
0.556129586236215,0.058451574869974446,0.8290375725550417,6.0,56.0,0.0
0.5270163110573678,0.05539164634622251,0.848048096156426,6.0,58.0,0.0
0.49726094768413676,0.05226423163382675,0.8660254037844386,6.0,60.0,0.0
0.46689974844332954,0.04907314100587287,0.882947592858927,6.0,62.0,0.0
0.4359697037794369,0.04582226231474121,0.898794046299167,6.0,64.0,0.0
0.4045084971874737,0.04251555625535747,0.913545457642601,6.0,66.0,0.0
0.3725544593014449,0.03915705153969595,0.9271838545667874,6.0,68.0,0.0
0.3401465211943727,0.03575083998841476,0.9396926207859084,6.0,70.0,0.0
0.30732416694677983,0.03230107154560238,0.9510565162951536,6.0,72.0,0.0
0.27412738554142113,0.028811949222710326,0.9612616959383189,6.0,74.0,0.0
0.24059662214286703,0.02528772397783096,0.9702957262759965,6.0,76.0,0.0
0.20677272882130054,0.021732689536559893,0.9781476007338056,6.0,78.0,0.0
0.17269691478056232,0.018151177160752704,0.9848077530122081,6.0,80.0,0.0
0.13841069615108437,0.01454755037154963,0.9902680687415704,6.0,82.0,0.0
0.10395584540887966,0.010926199633097182,0.9945218953682734,6.0,84.0,0.0
